order_id,sku,qty,amount,fail_at,comp_fail_at
ORD000579,GADGET-X,7,2627.03,CREATE_SHIPMENT,
ORD000580,PANEL-40W,10,3613.7,,
ORD000581,GADGET-X,2,624.62,,
ORD000582,WIDGET-A,2,124.92,,
ORD000583,WIDGET-A,7,225.05,,
ORD000584,PANEL-40W,9,3075.39,,
ORD000585,WIDGET-B,1,161.07,,
ORD000586,GIZMO-PRO,7,2356.83,,
ORD000587,MODULE-Z,4,607.04,RESERVE_INVENTORY,
ORD000588,PANEL-40W,6,1319.52,,
ORD000589,MODULE-Z,8,2140.8,,
ORD000590,CABLE-2M,3,288.93,,
ORD000591,ADAPTER-USB-C,8,831.68,,
ORD000592,GADGET-X,4,1110.72,,
ORD000593,PANEL-40W,9,2143.98,,
ORD000594,WIDGET-A,3,414.36,CHARGE_PAYMENT,
ORD000595,GIZMO-PRO,1,320.32,,
ORD000596,WIDGET-B,9,1016.01,,
ORD000597,CABLE-2M,9,3565.17,,
ORD000598,MODULE-Z,2,732.36,,
ORD000599,CABLE-2M,3,537.78,,
ORD000600,GIZMO-PRO,6,2383.08,,
ORD000601,SENSOR-T1,9,2209.05,,
ORD000602,ADAPTER-USB-C,1,39.77,CREATE_ORDER,
ORD000603,GADGET-X,3,137.13,,
ORD000604,ADAPTER-USB-C,4,1495.84,,
ORD000605,GADGET-X,3,976.08,,
ORD000606,WIDGET-A,4,440.72,,
ORD000607,GIZMO-PRO,8,1276.72,,
ORD000608,SENSOR-T1,3,1130.31,RESERVE_INVENTORY,
ORD000609,WIDGET-A,2,273.28,,
ORD000610,WIDGET-B,5,1101.1,,
ORD000611,PANEL-40W,8,2477.28,,
ORD000612,WIDGET-B,2,536.72,CHARGE_PAYMENT,
ORD000613,BATTERY-AA,3,242.79,,
ORD000614,PANEL-40W,2,263.76,,
ORD000615,PANEL-40W,8,1224.88,,
ORD000616,ADAPTER-USB-C,8,278.56,,
ORD000617,ADAPTER-USB-C,1,186.78,,
ORD000618,BATTERY-AA,1,127.07,CREATE_SHIPMENT,
ORD000619,GIZMO-PRO,1,29.21,,
ORD000620,ADAPTER-USB-C,10,2680.6,,
ORD000621,GADGET-X,6,154.62,,
ORD000622,WIDGET-A,6,714.12,,
ORD000623,MODULE-Z,8,922.32,,
ORD000624,GADGET-X,6,447.54,,
ORD000625,PANEL-40W,7,1282.82,,
ORD000626,SENSOR-T1,6,2284.62,,
ORD000627,PANEL-40W,3,593.94,,
ORD000628,SENSOR-T1,3,1124.58,,
ORD000629,BATTERY-AA,10,1733.9,,
ORD000630,MODULE-Z,5,1313.95,,
ORD000631,WIDGET-A,6,1213.2,,
ORD000632,BATTERY-AA,7,1963.71,,
ORD000633,CABLE-2M,5,1045.7,,
ORD000634,PANEL-40W,8,331.36,,
ORD000635,ADAPTER-USB-C,1,263.69,,
ORD000636,SENSOR-T1,9,1694.16,,
ORD000637,WIDGET-A,4,966.52,,
ORD000638,WIDGET-A,5,470.3,,
ORD000639,WIDGET-B,7,1079.26,CREATE_ORDER,
ORD000640,ADAPTER-USB-C,3,391.29,,
ORD000641,BATTERY-AA,9,1351.26,,
ORD000642,GIZMO-PRO,8,2602.64,,
ORD000643,GADGET-X,4,1292.08,,
ORD000644,SENSOR-T1,3,194.1,,
ORD000645,GIZMO-PRO,1,369.43,CHARGE_PAYMENT,
ORD000646,PANEL-40W,7,2620.45,,
ORD000647,WIDGET-B,3,184.68,,
ORD000648,CABLE-2M,5,583.05,,
ORD000649,SENSOR-T1,10,2666.2,,
ORD000650,WIDGET-A,7,2448.18,,
ORD000651,WIDGET-A,10,1204.9,,
ORD000652,ADAPTER-USB-C,4,664.4,,
ORD000653,WIDGET-A,3,629.88,,
ORD000654,GIZMO-PRO,10,3146.0,,
ORD000655,BATTERY-AA,7,980.49,,
ORD000656,GADGET-X,1,266.18,,
ORD000657,WIDGET-B,6,868.86,CREATE_ORDER,
ORD000658,PANEL-40W,10,1351.1,,
ORD000659,WIDGET-A,6,368.82,,
ORD000660,ADAPTER-USB-C,2,66.9,,
ORD000661,BATTERY-AA,1,199.75,,
ORD000662,GIZMO-PRO,5,478.55,,
ORD000663,GIZMO-PRO,7,1011.15,CREATE_ORDER,
ORD000664,SENSOR-T1,9,3120.75,,
ORD000665,BATTERY-AA,7,713.16,,
ORD000666,ADAPTER-USB-C,2,132.68,,
ORD000667,CABLE-2M,9,2945.52,,
ORD000668,BATTERY-AA,5,1213.9,,
ORD000669,WIDGET-A,9,478.53,,
ORD000670,WIDGET-A,10,771.2,,
ORD000671,SENSOR-T1,10,2961.8,,
ORD000672,WIDGET-A,1,193.52,,
ORD000673,WIDGET-B,8,749.28,,
ORD000674,WIDGET-A,9,423.0,,
ORD000675,PANEL-40W,8,2800.0,,
ORD000676,ADAPTER-USB-C,10,3181.9,,
ORD000677,GIZMO-PRO,10,1753.6,,
ORD000678,PANEL-40W,3,339.54,,
ORD000679,CABLE-2M,1,165.6,,
ORD000680,ADAPTER-USB-C,10,601.3,,
ORD000681,ADAPTER-USB-C,10,3520.3,,
ORD000682,WIDGET-B,6,813.48,,
ORD000683,BATTERY-AA,10,1759.6,,
ORD000684,GIZMO-PRO,5,164.4,,
ORD000685,SENSOR-T1,8,789.44,,
ORD000686,GIZMO-PRO,8,1482.96,,
ORD000687,WIDGET-A,7,2460.99,,
ORD000688,WIDGET-B,8,2394.4,,
ORD000689,BATTERY-AA,8,2164.24,,
ORD000690,BATTERY-AA,7,2497.04,RESERVE_INVENTORY,
ORD000691,PANEL-40W,10,2691.9,,
ORD000692,CABLE-2M,4,1073.2,,
ORD000693,WIDGET-B,9,2186.91,,
ORD000694,PANEL-40W,7,184.52,,
ORD000695,CABLE-2M,5,271.6,,
ORD000696,CABLE-2M,5,1988.0,,
ORD000697,CABLE-2M,1,209.3,RESERVE_INVENTORY,
ORD000698,CABLE-2M,2,488.66,,
ORD000699,MODULE-Z,6,1439.94,,
ORD000700,BATTERY-AA,7,1587.88,,
ORD000701,GADGET-X,10,1434.1,,
ORD000702,WIDGET-A,5,1538.0,,
ORD000703,ADAPTER-USB-C,6,500.88,,
ORD000704,ADAPTER-USB-C,8,1038.96,,
ORD000705,CABLE-2M,3,171.84,CREATE_SHIPMENT,
ORD000706,ADAPTER-USB-C,10,285.7,,
ORD000707,CABLE-2M,1,48.63,,
ORD000708,GADGET-X,6,2008.8,,
ORD000709,SENSOR-T1,3,468.6,,
ORD000710,WIDGET-A,9,1460.88,,
ORD000711,GADGET-X,5,1290.1,,
ORD000712,PANEL-40W,4,394.08,CREATE_ORDER,
ORD000713,WIDGET-A,4,481.88,,
ORD000714,PANEL-40W,1,272.91,,
ORD000715,MODULE-Z,4,1029.52,,
ORD000716,MODULE-Z,6,1970.28,,
ORD000717,ADAPTER-USB-C,6,183.06,,
ORD000718,PANEL-40W,5,1257.65,,
ORD000719,GIZMO-PRO,9,941.76,,
ORD000720,GADGET-X,6,1916.58,,
ORD000721,GADGET-X,3,1103.49,,
ORD000722,GADGET-X,8,1239.68,,
ORD000723,GIZMO-PRO,6,2108.82,,
ORD000724,MODULE-Z,1,106.93,,
ORD000725,WIDGET-A,2,622.66,,
ORD000726,PANEL-40W,1,56.18,CHARGE_PAYMENT,
ORD000727,ADAPTER-USB-C,10,2226.5,,
ORD000728,WIDGET-B,7,195.58,,
ORD000729,GADGET-X,9,1112.49,,
ORD000730,MODULE-Z,1,197.63,,
ORD000731,BATTERY-AA,1,155.23,,
ORD000732,GIZMO-PRO,5,669.5,CHARGE_PAYMENT,
ORD000733,PANEL-40W,3,366.27,,
ORD000734,WIDGET-B,8,2219.36,,
ORD000735,BATTERY-AA,10,3238.5,,
ORD000736,BATTERY-AA,4,708.0,,
ORD000737,BATTERY-AA,5,990.35,,
ORD000738,BATTERY-AA,4,513.24,,
ORD000739,CABLE-2M,1,266.21,CREATE_SHIPMENT,
ORD000740,GIZMO-PRO,6,2100.42,,
ORD000741,ADAPTER-USB-C,6,1817.58,,
ORD000742,CABLE-2M,9,2070.81,,
ORD000743,GIZMO-PRO,2,123.24,,
ORD000744,MODULE-Z,9,1638.99,,
ORD000745,WIDGET-A,5,1081.95,,
ORD000746,WIDGET-B,9,3577.05,RESERVE_INVENTORY,
ORD000747,WIDGET-B,8,1869.68,,
ORD000748,CABLE-2M,10,3097.0,,
ORD000749,PANEL-40W,3,138.21,,
ORD000750,GIZMO-PRO,8,819.04,,
ORD000751,BATTERY-AA,6,2376.54,,
ORD000752,PANEL-40W,1,24.67,,
ORD000753,GIZMO-PRO,10,476.6,,
ORD000754,MODULE-Z,3,1151.91,,
ORD000755,WIDGET-B,3,358.98,,
ORD000756,GIZMO-PRO,3,125.22,RESERVE_INVENTORY,
ORD000757,WIDGET-A,3,1070.58,,
ORD000758,MODULE-Z,5,1812.35,,
ORD000759,MODULE-Z,2,507.54,,
ORD000760,WIDGET-A,10,1355.4,,
ORD000761,SENSOR-T1,7,2041.83,,
ORD000762,ADAPTER-USB-C,1,111.17,,
ORD000763,GIZMO-PRO,2,90.08,,
ORD000764,GIZMO-PRO,7,911.19,,
ORD000765,WIDGET-B,7,2627.45,,
ORD000766,WIDGET-A,1,175.94,,
ORD000767,WIDGET-B,9,1046.7,,
ORD000768,MODULE-Z,10,1610.8,,
ORD000769,GADGET-X,10,2644.7,,
ORD000770,GIZMO-PRO,9,218.88,,
ORD000771,PANEL-40W,4,761.64,,
ORD000772,WIDGET-A,2,452.4,,
ORD000773,GADGET-X,4,662.96,,
ORD000774,CABLE-2M,10,1627.6,,
ORD000775,MODULE-Z,1,153.28,CHARGE_PAYMENT,
ORD000776,WIDGET-A,1,111.78,,
ORD000777,GADGET-X,2,582.06,,
ORD000778,MODULE-Z,10,3956.5,,
ORD000779,PANEL-40W,2,214.78,,
ORD000780,ADAPTER-USB-C,2,372.1,RESERVE_INVENTORY,CANCEL_SHIPMENT
ORD000781,CABLE-2M,7,537.95,,
ORD000782,BATTERY-AA,2,334.9,,
ORD000783,WIDGET-A,10,306.8,,
ORD000784,WIDGET-A,7,2501.31,,
ORD000785,CABLE-2M,5,1129.5,,
ORD000786,GADGET-X,3,497.1,,
ORD000787,MODULE-Z,2,730.26,CHARGE_PAYMENT,
ORD000788,GIZMO-PRO,2,571.6,,
ORD000789,GADGET-X,7,2441.25,,
ORD000790,SENSOR-T1,2,463.7,,
ORD000791,CABLE-2M,6,1466.64,,
ORD000792,PANEL-40W,10,3579.6,,
ORD000793,GIZMO-PRO,8,2153.76,,
ORD000794,GADGET-X,5,867.0,,
ORD000795,GADGET-X,1,185.04,,
ORD000796,GIZMO-PRO,6,2297.88,,
ORD000797,SENSOR-T1,8,2190.4,,
ORD000798,WIDGET-A,5,455.35,,
ORD000799,PANEL-40W,4,904.24,,
ORD000800,CABLE-2M,9,2258.46,,
ORD000801,WIDGET-B,1,281.3,,
ORD000802,SENSOR-T1,8,3173.76,,
ORD000803,WIDGET-B,7,2044.63,,
ORD000804,ADAPTER-USB-C,3,883.8,,
ORD000805,CABLE-2M,5,703.65,,
ORD000806,MODULE-Z,8,1796.88,,
ORD000807,GIZMO-PRO,3,762.9,,
ORD000808,WIDGET-A,7,1241.17,,
ORD000809,GIZMO-PRO,10,2758.5,,
ORD000810,WIDGET-A,6,344.28,CREATE_SHIPMENT,
ORD000811,SENSOR-T1,5,1140.85,,
ORD000812,MODULE-Z,2,83.6,,
ORD000813,ADAPTER-USB-C,4,233.32,,
ORD000814,WIDGET-B,3,665.97,,
ORD000815,PANEL-40W,6,2214.24,,
ORD000816,MODULE-Z,7,1613.92,,
ORD000817,WIDGET-A,9,3514.05,,
ORD000818,SENSOR-T1,7,1386.0,CREATE_SHIPMENT,
ORD000819,ADAPTER-USB-C,10,3657.6,,
ORD000820,SENSOR-T1,1,224.8,,
ORD000821,MODULE-Z,2,792.8,,
ORD000822,SENSOR-T1,2,386.32,,
ORD000823,SENSOR-T1,7,2695.77,,
ORD000824,CABLE-2M,8,2758.56,,
ORD000825,WIDGET-B,1,286.61,,
ORD000826,GADGET-X,8,613.36,,
ORD000827,PANEL-40W,4,1240.68,,
ORD000828,SENSOR-T1,5,798.95,,
ORD000829,GIZMO-PRO,1,21.24,,
ORD000830,GADGET-X,3,245.07,,
ORD000831,WIDGET-B,10,2765.4,,
ORD000832,ADAPTER-USB-C,3,749.76,CREATE_ORDER,
ORD000833,GADGET-X,7,2215.36,,
ORD000834,WIDGET-A,6,1191.78,,
ORD000835,GIZMO-PRO,1,366.27,,
ORD000836,ADAPTER-USB-C,5,683.05,,
ORD000837,WIDGET-B,7,2596.72,,
ORD000838,PANEL-40W,3,425.22,,
ORD000839,WIDGET-A,9,996.03,,
ORD000840,BATTERY-AA,9,3138.03,,
ORD000841,BATTERY-AA,9,1265.67,,
ORD000842,SENSOR-T1,4,591.8,,
ORD000843,GIZMO-PRO,8,350.32,,
ORD000844,GIZMO-PRO,3,337.53,,
ORD000845,ADAPTER-USB-C,6,572.46,RESERVE_INVENTORY,
ORD000846,PANEL-40W,4,275.52,,
ORD000847,PANEL-40W,9,2277.36,,
ORD000848,PANEL-40W,7,1221.92,,
ORD000849,MODULE-Z,7,2219.7,,
ORD000850,SENSOR-T1,6,1181.58,,
ORD000851,SENSOR-T1,3,1021.74,,
ORD000852,WIDGET-A,5,830.5,,
ORD000853,GADGET-X,5,1224.1,,
ORD000854,GADGET-X,9,3230.73,,
ORD000855,SENSOR-T1,8,846.72,,
ORD000856,MODULE-Z,8,3025.12,,
ORD000857,CABLE-2M,5,680.4,,
ORD000858,GIZMO-PRO,10,3249.7,,
ORD000859,GIZMO-PRO,1,65.56,CREATE_ORDER,
ORD000860,ADAPTER-USB-C,10,2053.8,,
ORD000861,BATTERY-AA,7,1305.92,,
ORD000862,GADGET-X,6,1538.46,,
ORD000863,PANEL-40W,2,135.74,,
ORD000864,WIDGET-B,3,695.22,,
ORD000865,WIDGET-B,3,528.03,,
ORD000866,MODULE-Z,10,1324.7,,
ORD000867,WIDGET-B,8,2123.12,,
ORD000868,MODULE-Z,2,160.08,,
ORD000869,CABLE-2M,9,2727.72,,
ORD000870,PANEL-40W,10,3321.5,,
ORD000871,ADAPTER-USB-C,2,661.76,,
ORD000872,GADGET-X,5,316.35,,
ORD000873,GADGET-X,10,2381.6,,
ORD000874,PANEL-40W,6,356.1,,
ORD000875,CABLE-2M,1,207.1,,
ORD000876,GIZMO-PRO,2,304.48,,
ORD000877,PANEL-40W,3,530.88,,
ORD000878,GIZMO-PRO,7,1369.9,,
ORD000879,ADAPTER-USB-C,2,456.36,,
ORD000880,PANEL-40W,9,2024.37,,
ORD000881,GIZMO-PRO,7,1806.84,,
ORD000882,ADAPTER-USB-C,3,861.39,,
ORD000883,ADAPTER-USB-C,10,992.8,,
ORD000884,GADGET-X,7,755.16,,
ORD000885,WIDGET-A,8,2721.68,,
ORD000886,WIDGET-B,4,512.76,,
ORD000887,BATTERY-AA,6,1116.42,,
ORD000888,ADAPTER-USB-C,6,1929.9,,
ORD000889,MODULE-Z,10,2851.3,,
ORD000890,BATTERY-AA,7,1636.53,,
ORD000891,BATTERY-AA,2,720.18,,
ORD000892,GIZMO-PRO,6,188.88,,
ORD000893,MODULE-Z,2,276.46,,
ORD000894,PANEL-40W,10,1650.4,,
ORD000895,WIDGET-B,6,154.56,,
ORD000896,GIZMO-PRO,3,885.33,,
ORD000897,WIDGET-B,4,367.2,,
ORD000898,WIDGET-B,5,183.65,,
ORD000899,WIDGET-B,8,464.8,,
ORD000900,WIDGET-B,5,1241.9,,
ORD000901,WIDGET-B,3,1031.55,,
ORD000902,GIZMO-PRO,2,388.82,,
ORD000903,WIDGET-B,10,2786.8,,
ORD000904,CABLE-2M,9,295.02,,
ORD000905,SENSOR-T1,7,1200.29,CREATE_SHIPMENT,CANCEL_ORDER
ORD000906,CABLE-2M,10,1493.7,,
ORD000907,WIDGET-B,1,136.78,,
ORD000908,SENSOR-T1,7,2600.78,,
ORD000909,MODULE-Z,1,193.3,CREATE_SHIPMENT,
ORD000910,WIDGET-B,5,1282.85,CHARGE_PAYMENT,
ORD000911,GIZMO-PRO,1,325.48,,
ORD000912,WIDGET-A,6,137.16,,
ORD000913,GADGET-X,1,179.28,,
ORD000914,BATTERY-AA,8,455.12,,
ORD000915,SENSOR-T1,9,1515.24,,
ORD000916,GADGET-X,5,977.0,,
ORD000917,PANEL-40W,9,1944.27,,
ORD000918,WIDGET-A,10,2240.7,,
ORD000919,WIDGET-A,10,2005.2,,
ORD000920,PANEL-40W,3,1083.12,,
ORD000921,ADAPTER-USB-C,2,598.9,,
ORD000922,CABLE-2M,1,144.73,,
ORD000923,CABLE-2M,5,1925.1,,
ORD000924,ADAPTER-USB-C,1,243.65,,
ORD000925,WIDGET-B,1,188.0,,
ORD000926,GADGET-X,2,480.64,,
ORD000927,ADAPTER-USB-C,2,653.06,,
ORD000928,BATTERY-AA,9,555.48,,
ORD000929,CABLE-2M,9,1796.94,,
ORD000930,PANEL-40W,5,1886.4,,
ORD000931,BATTERY-AA,4,1155.64,,
ORD000932,ADAPTER-USB-C,10,2873.2,,
ORD000933,SENSOR-T1,5,1340.75,,
ORD000934,GIZMO-PRO,1,270.18,,
ORD000935,WIDGET-B,2,722.22,,
ORD000936,WIDGET-B,8,3099.28,,
ORD000937,PANEL-40W,8,549.12,,
ORD000938,BATTERY-AA,5,1915.9,,
ORD000939,MODULE-Z,3,227.28,,
ORD000940,GIZMO-PRO,3,318.0,,
ORD000941,WIDGET-A,7,2397.22,,
ORD000942,PANEL-40W,2,710.64,,
ORD000943,WIDGET-A,1,169.43,,
ORD000944,ADAPTER-USB-C,1,359.59,,
ORD000945,ADAPTER-USB-C,4,1090.96,,
ORD000946,MODULE-Z,1,263.01,CREATE_SHIPMENT,
ORD000947,CABLE-2M,8,3027.36,,
ORD000948,ADAPTER-USB-C,9,2628.27,,
ORD000949,CABLE-2M,4,1349.8,,
ORD000950,CABLE-2M,10,3669.5,,
ORD000951,WIDGET-A,10,859.5,,
ORD000952,GADGET-X,6,309.72,,
ORD000953,MODULE-Z,1,342.8,,
ORD000954,WIDGET-A,8,2002.88,,
ORD000955,ADAPTER-USB-C,8,2520.8,,
ORD000956,PANEL-40W,3,1043.88,,
ORD000957,MODULE-Z,1,21.79,,
ORD000958,PANEL-40W,8,3155.36,,
ORD000959,WIDGET-A,10,3965.2,,
ORD000960,CABLE-2M,1,230.57,,
ORD000961,WIDGET-A,10,1700.6,,
ORD000962,WIDGET-B,10,1360.9,,
ORD000963,WIDGET-B,2,494.48,,
ORD000964,WIDGET-A,6,1537.38,,
ORD000965,PANEL-40W,9,1209.06,,
ORD000966,BATTERY-AA,5,891.5,,
ORD000967,MODULE-Z,8,2758.48,,
ORD000968,BATTERY-AA,6,269.16,,
ORD000969,SENSOR-T1,10,706.7,,
ORD000970,CABLE-2M,1,151.73,,
ORD000971,WIDGET-B,9,2831.31,,
ORD000972,PANEL-40W,2,514.46,,
ORD000973,GADGET-X,7,2716.07,,
ORD000974,SENSOR-T1,1,392.76,,
ORD000975,WIDGET-B,1,118.69,,
ORD000976,SENSOR-T1,8,2005.68,,
ORD000977,BATTERY-AA,4,1431.24,,
ORD000978,SENSOR-T1,6,324.66,,
ORD000979,WIDGET-B,8,461.44,,
ORD000980,GADGET-X,4,1170.16,,
ORD000981,WIDGET-A,3,129.24,,
ORD000982,ADAPTER-USB-C,8,1665.84,,
ORD000983,SENSOR-T1,1,266.85,CREATE_SHIPMENT,
ORD000984,WIDGET-B,6,1764.0,,
ORD000985,MODULE-Z,10,678.7,,
ORD000986,SENSOR-T1,5,1407.5,,
ORD000987,WIDGET-B,7,1115.8,,
ORD000988,WIDGET-A,2,772.22,,
ORD000989,PANEL-40W,8,349.68,,
ORD000990,WIDGET-A,10,1469.6,,
ORD000991,SENSOR-T1,5,543.25,,
ORD000992,GADGET-X,1,80.73,,
ORD000993,CABLE-2M,6,1369.38,,
ORD000994,SENSOR-T1,4,889.32,,
ORD000995,WIDGET-A,6,1509.3,,
ORD000996,WIDGET-A,4,1147.12,,
ORD000997,GIZMO-PRO,4,529.04,,
ORD000998,ADAPTER-USB-C,2,741.8,,
ORD000999,WIDGET-A,6,2059.2,,
ORD001000,GADGET-X,5,1396.95,CHARGE_PAYMENT,
ORD001001,MODULE-Z,1,97.42,,
ORD001002,PANEL-40W,4,226.6,,
ORD001003,WIDGET-A,3,563.37,,
ORD001004,SENSOR-T1,8,2660.4,,
ORD001005,CABLE-2M,5,106.85,,
ORD001006,BATTERY-AA,4,1166.48,,
ORD001007,ADAPTER-USB-C,4,1567.36,,
ORD001008,SENSOR-T1,4,920.96,,
ORD001009,MODULE-Z,7,2428.93,,
ORD001010,WIDGET-A,8,2838.72,,
ORD001011,GIZMO-PRO,3,131.52,,
ORD001012,BATTERY-AA,4,1593.28,,
ORD001013,ADAPTER-USB-C,2,303.26,,
ORD001014,ADAPTER-USB-C,7,444.64,,
ORD001015,GADGET-X,5,353.95,,
ORD001016,PANEL-40W,3,727.26,,
ORD001017,CABLE-2M,8,1745.44,,
ORD001018,GADGET-X,8,2855.28,,
ORD001019,ADAPTER-USB-C,4,561.96,,
ORD001020,ADAPTER-USB-C,8,1599.2,,
ORD001021,SENSOR-T1,5,919.15,,
ORD001022,SENSOR-T1,4,1421.44,,
ORD001023,SENSOR-T1,5,1271.85,RESERVE_INVENTORY,
ORD001024,BATTERY-AA,2,318.46,,
ORD001025,CABLE-2M,8,2646.32,,
ORD001026,CABLE-2M,8,1694.4,,
ORD001027,WIDGET-B,10,2562.0,,
ORD001028,ADAPTER-USB-C,2,144.32,,
ORD001029,CABLE-2M,2,144.3,,
ORD001030,PANEL-40W,2,698.86,,
ORD001031,GADGET-X,5,1841.1,,
ORD001032,PANEL-40W,9,344.34,,
ORD001033,CABLE-2M,2,681.6,,
ORD001034,PANEL-40W,2,237.2,CHARGE_PAYMENT,
ORD001035,BATTERY-AA,4,793.52,,
ORD001036,CABLE-2M,1,55.25,,
ORD001037,CABLE-2M,3,797.46,,
ORD001038,MODULE-Z,4,362.48,,
ORD001039,BATTERY-AA,5,1483.15,,
ORD001040,SENSOR-T1,4,472.4,,
ORD001041,GIZMO-PRO,9,1362.33,,
ORD001042,PANEL-40W,1,117.76,,
ORD001043,SENSOR-T1,2,626.14,,
ORD001044,GIZMO-PRO,4,181.44,,
ORD001045,GADGET-X,8,989.92,,
ORD001046,WIDGET-A,3,748.17,,
ORD001047,PANEL-40W,4,964.88,,
ORD001048,CABLE-2M,10,2365.1,,
ORD001049,CABLE-2M,3,881.22,,
ORD001050,WIDGET-A,4,637.72,,
ORD001051,BATTERY-AA,5,1084.05,,
ORD001052,BATTERY-AA,1,277.7,,
ORD001053,BATTERY-AA,10,1096.7,,
ORD001054,ADAPTER-USB-C,5,1784.5,,
ORD001055,SENSOR-T1,1,238.39,,
ORD001056,ADAPTER-USB-C,8,701.84,,
ORD001057,WIDGET-B,4,1117.12,,
ORD001058,WIDGET-A,4,1085.0,,
ORD001059,GADGET-X,10,2641.8,,
ORD001060,PANEL-40W,8,1592.32,,
ORD001061,BATTERY-AA,8,1756.08,,
ORD001062,SENSOR-T1,2,484.94,,
ORD001063,PANEL-40W,5,1142.8,,
ORD001064,SENSOR-T1,5,807.85,,
ORD001065,BATTERY-AA,3,465.93,,
ORD001066,BATTERY-AA,8,1736.72,,
ORD001067,GADGET-X,7,1306.97,,
ORD001068,MODULE-Z,10,3060.2,,
ORD001069,GIZMO-PRO,7,2780.75,,
ORD001070,BATTERY-AA,6,1641.0,,
ORD001071,WIDGET-B,9,2586.51,,
ORD001072,ADAPTER-USB-C,3,506.46,,
ORD001073,SENSOR-T1,3,91.08,,
ORD001074,GADGET-X,3,705.75,,
ORD001075,SENSOR-T1,2,534.98,,
ORD001076,BATTERY-AA,4,1460.92,,
ORD001077,ADAPTER-USB-C,3,1035.03,,
ORD001078,SENSOR-T1,2,506.16,,
ORD001079,BATTERY-AA,1,321.08,,
ORD001080,MODULE-Z,4,1531.12,,
ORD001081,SENSOR-T1,6,1368.18,,
ORD001082,WIDGET-A,4,821.12,,
ORD001083,GADGET-X,8,864.64,,
ORD001084,CABLE-2M,6,1491.18,,
ORD001085,PANEL-40W,8,2091.36,,
ORD001086,GADGET-X,4,1021.4,,
ORD001087,MODULE-Z,6,700.44,,
ORD001088,CABLE-2M,8,2238.64,,
ORD001089,PANEL-40W,5,827.1,,
ORD001090,CABLE-2M,7,1264.41,,
ORD001091,BATTERY-AA,7,1631.21,,
ORD001092,GIZMO-PRO,2,310.76,,
ORD001093,BATTERY-AA,1,352.01,,
ORD001094,WIDGET-A,3,1116.36,,
ORD001095,ADAPTER-USB-C,1,385.61,,
ORD001096,WIDGET-A,7,978.25,,
ORD001097,PANEL-40W,4,977.96,,
ORD001098,PANEL-40W,4,802.6,,
ORD001099,WIDGET-B,7,2598.26,,
ORD001100,GIZMO-PRO,3,620.43,,
ORD001101,SENSOR-T1,4,973.08,,
ORD001102,GIZMO-PRO,1,91.21,,
ORD001103,WIDGET-B,4,96.64,,
ORD001104,SENSOR-T1,1,146.68,,
ORD001105,ADAPTER-USB-C,4,854.68,,
ORD001106,WIDGET-B,2,690.02,,
ORD001107,WIDGET-A,9,280.8,,
ORD001108,PANEL-40W,8,1156.56,,
ORD001109,BATTERY-AA,10,1082.1,,
ORD001110,GIZMO-PRO,7,2229.78,,
ORD001111,WIDGET-B,3,153.99,,
ORD001112,PANEL-40W,9,1045.17,CHARGE_PAYMENT,
ORD001113,ADAPTER-USB-C,5,1560.3,,
ORD001114,CABLE-2M,5,336.1,,
ORD001115,MODULE-Z,7,983.01,,
ORD001116,MODULE-Z,7,722.4,,
ORD001117,ADAPTER-USB-C,5,1072.55,,
ORD001118,PANEL-40W,5,1774.25,CHARGE_PAYMENT,
ORD001119,CABLE-2M,9,1634.04,,
ORD001120,BATTERY-AA,2,413.88,,
ORD001121,SENSOR-T1,7,2661.82,,
ORD001122,MODULE-Z,3,713.46,,
ORD001123,CABLE-2M,4,1365.36,,
ORD001124,GADGET-X,9,3478.68,,
ORD001125,WIDGET-A,8,2175.04,CREATE_SHIPMENT,CANCEL_ORDER
ORD001126,WIDGET-A,9,2803.86,,
ORD001127,BATTERY-AA,1,324.15,,
ORD001128,BATTERY-AA,9,812.43,RESERVE_INVENTORY,
ORD001129,PANEL-40W,8,1559.28,,
ORD001130,PANEL-40W,10,2653.2,,
ORD001131,BATTERY-AA,6,2127.3,,
ORD001132,BATTERY-AA,9,1026.81,,
ORD001133,SENSOR-T1,4,1047.6,,
ORD001134,CABLE-2M,10,1542.2,,
ORD001135,GADGET-X,5,1814.0,RESERVE_INVENTORY,
ORD001136,MODULE-Z,9,1711.44,,
ORD001137,WIDGET-A,9,2946.96,,
ORD001138,CABLE-2M,8,2220.16,,
ORD001139,SENSOR-T1,6,594.84,,
ORD001140,GIZMO-PRO,9,2926.17,,
ORD001141,SENSOR-T1,1,327.77,,
ORD001142,BATTERY-AA,3,145.65,,
ORD001143,WIDGET-B,5,1610.8,,
ORD001144,GADGET-X,2,757.14,,
ORD001145,BATTERY-AA,10,3367.9,,
ORD001146,BATTERY-AA,2,614.34,,
ORD001147,MODULE-Z,5,1361.1,,
ORD001148,ADAPTER-USB-C,5,1557.25,,
ORD001149,PANEL-40W,10,2697.0,,
ORD001150,ADAPTER-USB-C,7,2061.78,,
ORD001151,GADGET-X,9,1179.27,,
ORD001152,PANEL-40W,6,1668.48,CHARGE_PAYMENT,
ORD001153,GIZMO-PRO,9,2328.48,,
ORD001154,BATTERY-AA,5,585.5,,
ORD001155,ADAPTER-USB-C,1,153.74,,
ORD001156,GADGET-X,5,462.55,,
ORD001157,BATTERY-AA,8,2402.16,,
ORD001158,GADGET-X,10,1624.4,,
